Country,Date,No. of suspected cases,No. of probable cases,No. of confirmed cases,"No. of confirmed, probable and suspected cases",No. of suspected deaths,No. of probable deaths,No. of confirmed deaths,"No. of confirmed, probable and suspected deaths"
Senegal,2015-11-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-11-20,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
Liberia,2015-11-20,,,6.0,6.0,,,2.0,2.0
Sierra Leone,2015-11-20,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Spain,2015-11-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-11-20,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-11-20,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-11-20,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-11-20,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-11-20,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-11-24,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-11-24,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-11-24,,,6.0,6.0,,,2.0,2.0
Nigeria,2015-11-24,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-11-24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-11-24,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
United Kingdom,2015-11-24,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-11-24,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
Italy,2015-11-24,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-11-24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-11-24,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United States of America,2015-11-26,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Italy,2015-11-26,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-11-26,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
United Kingdom,2015-11-26,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-11-26,,,9.0,9.0,,,2.0,2.0
Spain,2015-11-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-11-26,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-11-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-11-26,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-11-26,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-11-26,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Nigeria,2015-12-01,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-12-01,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-12-01,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
Liberia,2015-12-01,,,9.0,9.0,,,2.0,2.0
Spain,2015-12-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-12-01,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-12-01,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-12-01,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Senegal,2015-12-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-12-01,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-12-01,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-12-02,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
United Kingdom,2015-12-02,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-12-02,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-12-02,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-12-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-12-02,,,9.0,9.0,,,3.0,3.0
Sierra Leone,2015-12-02,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Senegal,2015-12-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-12-02,0.0,1.0,7.0,8.0,,,,6.0
Nigeria,2015-12-02,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-12-02,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-12-03,1.0,453.0,3351.0,3805.0,,453.0,2083.0,2536.0
Liberia,2015-12-03,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Italy,2015-12-03,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-12-03,,,9.0,9.0,,,3.0,3.0
Mali,2015-12-03,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-12-03,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
United Kingdom,2015-12-03,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-12-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-12-03,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Sierra Leone,2015-12-03,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Senegal,2015-12-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-12-09,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
United Kingdom,2015-12-09,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-12-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-12-09,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-12-09,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-12-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-12-09,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-12-09,,,9.0,9.0,,,3.0,3.0
Mali,2015-12-09,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-12-09,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Nigeria,2015-12-09,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-12-10,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-12-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-12-10,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-12-10,,,9.0,9.0,,,3.0,3.0
Guinea,2015-12-10,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
United Kingdom,2015-12-10,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-12-10,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-12-10,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-12-10,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-12-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-12-10,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Spain,2015-12-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-12-11,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-12-11,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-12-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-12-11,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
Mali,2015-12-11,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-12-11,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-12-11,,,9.0,9.0,,,3.0,3.0
Italy,2015-12-11,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-12-11,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Liberia,2015-12-11,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-12-15,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
United States of America,2015-12-15,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-12-15,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-12-15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-12-15,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-12-15,3.0,453.0,3351.0,3807.0,,453.0,2083.0,2536.0
Senegal,2015-12-15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-12-15,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-12-15,,,9.0,9.0,,,3.0,3.0
United Kingdom,2015-12-15,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-12-15,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-12-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-12-16,0.0,1.0,7.0,8.0,,,,6.0
Guinea,2015-12-16,3.0,453.0,3351.0,3807.0,,453.0,2083.0,2536.0
United Kingdom,2015-12-16,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-12-16,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-12-16,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-12-16,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-12-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-12-16,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-12-16,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Liberia,2015-12-16,,,9.0,9.0,,,3.0,3.0
Liberia,2015-12-17,,,9.0,9.0,,,3.0,3.0
Nigeria,2015-12-17,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Spain,2015-12-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-12-17,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Mali,2015-12-17,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-12-17,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-12-17,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Guinea,2015-12-17,1.0,453.0,3351.0,3805.0,,453.0,2083.0,2536.0
Italy,2015-12-17,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-12-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-12-17,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-12-22,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-12-22,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
Senegal,2015-12-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-12-22,,,9.0,9.0,,,3.0,3.0
Spain,2015-12-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-12-22,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-12-22,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
United Kingdom,2015-12-22,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-12-22,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-12-22,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-12-22,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-12-23,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-12-23,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-12-23,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
Senegal,2015-12-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-12-23,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-12-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-12-23,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-12-23,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Liberia,2015-12-23,,,9.0,9.0,,,3.0,3.0
Nigeria,2015-12-23,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United States of America,2015-12-23,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
United Kingdom,2015-12-29,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-12-29,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-12-29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-12-29,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Liberia,2015-12-29,,,9.0,9.0,,,3.0,3.0
Sierra Leone,2015-12-29,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Mali,2015-12-29,0.0,1.0,7.0,8.0,,,,6.0
Guinea,2015-12-29,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
United States of America,2015-12-29,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-12-29,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-12-29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2016-03-23,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
Spain,2016-03-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2016-03-23,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Senegal,2016-03-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2016-03-23,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2016-03-23,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2016-03-23,,,9.0,9.0,,,3.0,3.0
Liberia,2016-03-23,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Italy,2016-03-23,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2016-03-23,0.0,3.0,2.0,5.0,,3.0,1.0,4.0
Nigeria,2016-03-23,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United States of America,2016-03-23,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
